event,camera,person_a,person_b,person_a_name,person_b_name,started_at,event_at,duration_seconds,normalized_distance,method
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.295+00:00,1.144,1.2733,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_57,unknown_track_61,UNKNOWN (track 57),UNKNOWN (track 61),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.295+00:00,1.144,1.3558,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_22,UNKNOWN (track 14),UNKNOWN (track 22),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.295+00:00,1.144,0.7912,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_26,UNKNOWN (track 14),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.295+00:00,1.144,1.8268,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.295+00:00,1.144,1.3534,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.295+00:00,1.144,1.4717,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_57,UNKNOWN (track 1),UNKNOWN (track 57),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.6253,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.2553,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_57,unknown_track_61,UNKNOWN (track 57),UNKNOWN (track 61),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.3504,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_22,UNKNOWN (track 14),UNKNOWN (track 22),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,0.6886,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_26,UNKNOWN (track 14),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.7470,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.3551,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.4455,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:57.641+00:00,2.490,1.2828,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_57,UNKNOWN (track 1),UNKNOWN (track 57),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.6253,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:57.641+00:00,2.490,1.2828,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_57,unknown_track_61,UNKNOWN (track 57),UNKNOWN (track 61),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.3504,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_22,UNKNOWN (track 14),UNKNOWN (track 22),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,0.6886,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_26,UNKNOWN (track 14),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.7470,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.3551,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:09:55.151+00:00,2026-07-23T08:09:56.977+00:00,1.826,1.4455,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.6141,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.2675,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_53,UNKNOWN (track 1),UNKNOWN (track 53),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.9284,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.1739,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_61,UNKNOWN (track 53),UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,0.9139,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_14,Shrayan Sarkar,UNKNOWN (track 14),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.8038,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.3707,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,Shrayan Sarkar,UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.3124,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_22,UNKNOWN (track 14),UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,0.7379,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,UNKNOWN (track 18),UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:01.686+00:00,1.295,1.9465,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.6431,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.3101,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_53,UNKNOWN (track 1),UNKNOWN (track 53),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.9772,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.1688,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_61,UNKNOWN (track 53),UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,0.9293,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_14,Shrayan Sarkar,UNKNOWN (track 14),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.8191,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.3708,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,Shrayan Sarkar,UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.3114,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_22,UNKNOWN (track 14),UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,0.7338,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,UNKNOWN (track 18),UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.9356,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.6497,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.3255,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.1854,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.3742,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,Shrayan Sarkar,UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.3045,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,UNKNOWN (track 18),UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.9298,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.6497,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.3255,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_53,UNKNOWN (track 1),UNKNOWN (track 53),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.9772,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.1854,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_61,UNKNOWN (track 53),UNKNOWN (track 61),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,0.9293,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_14,Shrayan Sarkar,UNKNOWN (track 14),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,1.8191,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.3742,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,Shrayan Sarkar,UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.3045,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_22,UNKNOWN (track 14),UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:02.506+00:00,2.115,0.7338,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,UNKNOWN (track 18),UNKNOWN (track 22),2026-07-23T08:10:00.391+00:00,2026-07-23T08:10:03.352+00:00,2.961,1.9298,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:07.417+00:00,1.378,1.6517,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:07.417+00:00,1.378,1.4061,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:07.417+00:00,1.378,1.2158,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:07.417+00:00,1.378,1.3778,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,Shrayan Sarkar,UNKNOWN (track 22),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:07.417+00:00,1.378,1.4581,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,UNKNOWN (track 18),UNKNOWN (track 22),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:07.417+00:00,1.378,2.0780,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.093+00:00,2.054,1.6408,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.093+00:00,2.054,1.3981,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.093+00:00,2.054,1.2040,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.093+00:00,2.054,1.3906,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,Shrayan Sarkar,UNKNOWN (track 22),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.093+00:00,2.054,1.4062,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,UNKNOWN (track 18),UNKNOWN (track 22),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.093+00:00,2.054,2.0437,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.6025,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.4319,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.2763,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.3815,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,Shrayan Sarkar,UNKNOWN (track 22),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.3865,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,UNKNOWN (track 18),UNKNOWN (track 22),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,2.0159,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_1,Swapnil,UNKNOWN (track 1),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.6025,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],1d7a882e-c39d-4452-ab50-3624300f4938,unknown_track_61,Swapnil,UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.4319,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_61,UNKNOWN (track 1),UNKNOWN (track 61),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.2763,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T08:10:06.039+00:00,2026-07-23T08:10:08.765+00:00,2.726,1.3815,sustained_proximity_estimate
