event,camera,person_a,person_b,person_a_name,person_b_name,started_at,event_at,duration_seconds,normalized_distance,method
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:35:48.856+00:00,2026-07-23T10:35:52.007+00:00,3.151,0.7679,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:35:48.856+00:00,2026-07-23T10:35:52.007+00:00,3.151,0.7679,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:35:56.565+00:00,2026-07-23T10:35:59.855+00:00,3.290,0.8801,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:35:56.565+00:00,2026-07-23T10:35:59.855+00:00,3.290,0.8531,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:35:56.565+00:00,2026-07-23T10:35:59.855+00:00,3.290,0.8801,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:35:56.565+00:00,2026-07-23T10:35:59.855+00:00,3.290,0.8531,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:36:14.367+00:00,2026-07-23T10:36:17.696+00:00,3.329,0.8205,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:14.367+00:00,2026-07-23T10:36:17.696+00:00,3.329,0.8999,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:36:14.367+00:00,2026-07-23T10:36:17.696+00:00,3.329,0.8205,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:14.367+00:00,2026-07-23T10:36:17.696+00:00,3.329,0.8999,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:22.393+00:00,2026-07-23T10:36:25.689+00:00,3.296,0.9252,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:22.393+00:00,2026-07-23T10:36:25.689+00:00,3.296,0.9252,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:36:28.581+00:00,2026-07-23T10:36:31.744+00:00,3.163,1.0551,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:28.581+00:00,2026-07-23T10:36:31.744+00:00,3.163,1.0718,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:36:28.581+00:00,2026-07-23T10:36:31.744+00:00,3.163,1.0551,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:28.581+00:00,2026-07-23T10:36:31.744+00:00,3.163,1.0718,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:36:36.559+00:00,2026-07-23T10:36:39.986+00:00,3.427,1.0247,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:36.559+00:00,2026-07-23T10:36:39.986+00:00,3.427,0.9864,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:36:36.559+00:00,2026-07-23T10:36:39.986+00:00,3.427,1.0247,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:36:36.559+00:00,2026-07-23T10:36:39.986+00:00,3.427,0.9864,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:06.210+00:00,2026-07-23T10:37:09.214+00:00,3.004,0.9527,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:06.210+00:00,2026-07-23T10:37:09.214+00:00,3.004,0.9527,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:12.645+00:00,2026-07-23T10:37:15.887+00:00,3.242,1.0079,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:12.645+00:00,2026-07-23T10:37:15.887+00:00,3.242,0.9632,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:12.645+00:00,2026-07-23T10:37:15.887+00:00,3.242,1.0079,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:12.645+00:00,2026-07-23T10:37:15.887+00:00,3.242,0.9632,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:20.860+00:00,2026-07-23T10:37:24.215+00:00,3.355,0.9649,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:20.860+00:00,2026-07-23T10:37:24.215+00:00,3.355,0.9649,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:29.073+00:00,2026-07-23T10:37:32.337+00:00,3.264,0.7196,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:29.073+00:00,2026-07-23T10:37:32.337+00:00,3.264,1.1668,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:29.073+00:00,2026-07-23T10:37:32.337+00:00,3.264,0.7196,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:29.073+00:00,2026-07-23T10:37:32.337+00:00,3.264,1.1668,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:37.553+00:00,2026-07-23T10:37:41.024+00:00,3.471,0.7204,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:37.553+00:00,2026-07-23T10:37:41.024+00:00,3.471,1.1798,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:37.553+00:00,2026-07-23T10:37:41.024+00:00,3.471,0.7204,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:37.553+00:00,2026-07-23T10:37:41.024+00:00,3.471,1.1798,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:45.920+00:00,2026-07-23T10:37:49.294+00:00,3.374,0.6919,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:45.920+00:00,2026-07-23T10:37:49.294+00:00,3.374,0.6919,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:54.482+00:00,2026-07-23T10:37:57.787+00:00,3.305,0.7363,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:54.482+00:00,2026-07-23T10:37:57.787+00:00,3.305,1.1169,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_18,Shrayan Sarkar,UNKNOWN (track 18),2026-07-23T10:37:54.482+00:00,2026-07-23T10:37:57.787+00:00,3.305,0.7363,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T10:37:54.482+00:00,2026-07-23T10:37:57.787+00:00,3.305,1.1169,sustained_proximity_estimate
