event,camera,person_a,person_b,person_a_name,person_b_name,started_at,event_at,duration_seconds,normalized_distance,method
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:28:50.734+00:00,2026-07-23T10:28:53.315+00:00,2.581,1.0280,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:28:50.734+00:00,2026-07-23T10:28:54.150+00:00,3.416,1.0274,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_14,UNKNOWN (track 10),UNKNOWN (track 14),2026-07-23T10:28:50.734+00:00,2026-07-23T10:28:52.425+00:00,1.691,0.9209,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:28:50.734+00:00,2026-07-23T10:28:54.150+00:00,3.416,1.0274,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:28:58.770+00:00,2026-07-23T10:29:00.453+00:00,1.683,1.0309,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_14,UNKNOWN (track 10),UNKNOWN (track 14),2026-07-23T10:28:58.770+00:00,2026-07-23T10:29:01.285+00:00,2.515,0.7681,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:28:58.770+00:00,2026-07-23T10:29:01.285+00:00,2.515,1.0479,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_14,UNKNOWN (track 10),UNKNOWN (track 14),2026-07-23T10:28:58.770+00:00,2026-07-23T10:29:02.193+00:00,3.423,0.7303,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:28:59.597+00:00,2026-07-23T10:29:02.193+00:00,2.596,1.0455,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:28:58.770+00:00,2026-07-23T10:29:02.193+00:00,3.423,1.0332,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_14,UNKNOWN (track 10),UNKNOWN (track 14),2026-07-23T10:28:58.770+00:00,2026-07-23T10:29:02.193+00:00,3.423,0.7303,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:28:59.597+00:00,2026-07-23T10:29:02.193+00:00,2.596,1.0455,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:28:58.770+00:00,2026-07-23T10:29:02.193+00:00,3.423,1.0332,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:09.173+00:00,2026-07-23T10:29:10.870+00:00,1.697,1.0530,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:09.173+00:00,2026-07-23T10:29:11.673+00:00,2.500,1.0718,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:09.173+00:00,2026-07-23T10:29:11.673+00:00,2.500,1.0718,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:18.029+00:00,1.676,1.0877,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:18.029+00:00,1.676,0.9194,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:18.956+00:00,2.603,1.0760,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:18.956+00:00,2.603,0.9173,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:19.886+00:00,3.533,1.0972,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:19.886+00:00,3.533,0.9438,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:19.886+00:00,3.533,1.0972,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:16.353+00:00,2026-07-23T10:29:19.886+00:00,3.533,0.9438,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:26.224+00:00,1.624,1.1482,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:26.224+00:00,1.624,0.9477,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:27.044+00:00,2.444,1.1218,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:27.044+00:00,2.444,0.9483,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:27.887+00:00,3.287,1.1043,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:27.887+00:00,3.287,0.9864,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:27.887+00:00,3.287,1.1043,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:24.600+00:00,2026-07-23T10:29:27.887+00:00,3.287,0.9864,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:34.335+00:00,1.687,1.0503,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:34.335+00:00,1.687,0.7876,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:35.180+00:00,2.532,1.0388,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:35.180+00:00,2.532,0.7660,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:36.047+00:00,3.399,1.0658,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:36.047+00:00,3.399,0.7622,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:36.047+00:00,3.399,1.0658,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:32.648+00:00,2026-07-23T10:29:36.047+00:00,3.399,0.7622,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:41.874+00:00,1.804,0.9770,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:41.874+00:00,1.804,0.7409,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:42.706+00:00,2.636,0.9767,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:42.706+00:00,2.636,0.8482,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:43.626+00:00,3.556,0.9326,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:43.626+00:00,3.556,0.9143,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:43.626+00:00,3.556,0.9326,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:40.070+00:00,2026-07-23T10:29:43.626+00:00,3.556,0.9143,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:48.303+00:00,2026-07-23T10:29:50.058+00:00,1.755,0.8222,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:48.303+00:00,2026-07-23T10:29:50.915+00:00,2.612,0.9552,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:48.303+00:00,2026-07-23T10:29:50.915+00:00,2.612,0.9624,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_65,UNKNOWN (track 1),UNKNOWN (track 65),2026-07-23T10:29:49.195+00:00,2026-07-23T10:29:50.915+00:00,1.720,0.6991,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_21,unknown_track_65,UNKNOWN (track 21),UNKNOWN (track 65),2026-07-23T10:29:49.195+00:00,2026-07-23T10:29:50.915+00:00,1.720,0.3113,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:48.303+00:00,2026-07-23T10:29:51.858+00:00,3.555,1.0350,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:48.303+00:00,2026-07-23T10:29:51.858+00:00,3.555,0.9127,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:48.303+00:00,2026-07-23T10:29:51.858+00:00,3.555,1.0350,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:48.303+00:00,2026-07-23T10:29:51.858+00:00,3.555,0.9127,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_65,UNKNOWN (track 1),UNKNOWN (track 65),2026-07-23T10:29:49.195+00:00,2026-07-23T10:29:50.915+00:00,1.720,0.6991,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_21,unknown_track_65,UNKNOWN (track 21),UNKNOWN (track 65),2026-07-23T10:29:49.195+00:00,2026-07-23T10:29:50.915+00:00,1.720,0.3113,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:55.831+00:00,2026-07-23T10:29:57.530+00:00,1.699,1.1175,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:55.831+00:00,2026-07-23T10:29:57.530+00:00,1.699,0.9059,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:55.831+00:00,2026-07-23T10:29:58.443+00:00,2.612,1.0961,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:55.831+00:00,2026-07-23T10:29:59.395+00:00,3.564,1.1312,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:29:55.831+00:00,2026-07-23T10:29:59.395+00:00,3.564,1.1312,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:29:55.831+00:00,2026-07-23T10:29:57.530+00:00,1.699,0.9059,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_10,unknown_track_34,UNKNOWN (track 10),UNKNOWN (track 34),2026-07-23T10:30:03.441+00:00,2026-07-23T10:30:05.178+00:00,1.737,1.0388,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_21,UNKNOWN (track 1),UNKNOWN (track 21),2026-07-23T10:30:03.441+00:00,2026-07-23T10:30:05.178+00:00,1.737,0.9756,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_65,UNKNOWN (track 1),UNKNOWN (track 65),2026-07-23T10:30:03.441+00:00,2026-07-23T10:30:05.178+00:00,1.737,0.6525,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_21,unknown_track_65,UNKNOWN (track 21),UNKNOWN (track 65),2026-07-23T10:30:03.441+00:00,2026-07-23T10:30:05.178+00:00,1.737,0.3765,sustained_proximity_estimate
