event,camera,person_a,person_b,started_at,event_at,duration_seconds,normalized_distance,method
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:32.727+00:00,1.694,1.5472,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:32.727+00:00,1.694,1.4512,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.9149,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,0.7816,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_34,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.8295,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.6586,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.1421,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_34,2026-07-23T07:56:32.135+00:00,2026-07-23T07:56:33.328+00:00,1.193,1.9777,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,0.8937,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.4017,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.1738,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_22,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.9149,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,0.7816,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_34,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.8295,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.6586,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.1421,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_34,2026-07-23T07:56:32.135+00:00,2026-07-23T07:56:33.328+00:00,1.193,1.9777,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,0.8937,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.4017,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:31.033+00:00,2026-07-23T07:56:33.328+00:00,2.295,1.1738,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,1.8099,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,1.1480,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,1.8374,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,0.6670,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,1.8052,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,1.2760,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,1.3262,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:37.411+00:00,1.304,1.4480,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.7030,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.1533,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.8773,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,0.7761,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.8289,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_49,2026-07-23T07:56:36.687+00:00,2026-07-23T07:56:38.029+00:00,1.342,0.8008,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.3060,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.3786,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_49,unknown_track_5,2026-07-23T07:56:36.687+00:00,2026-07-23T07:56:38.029+00:00,1.342,1.5598,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.4593,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.7397,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.1650,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.9516,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,0.8110,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.8717,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_49,unknown_track_5,2026-07-23T07:56:36.687+00:00,2026-07-23T07:56:38.707+00:00,2.020,1.5574,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.4873,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.7397,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.1650,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.9516,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,0.8110,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.8717,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_49,2026-07-23T07:56:36.687+00:00,2026-07-23T07:56:38.029+00:00,1.342,0.8008,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.3060,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.029+00:00,1.922,1.3786,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_49,unknown_track_5,2026-07-23T07:56:36.687+00:00,2026-07-23T07:56:38.707+00:00,2.020,1.5574,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:36.107+00:00,2026-07-23T07:56:38.707+00:00,2.600,1.4873,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:42.956+00:00,1.162,1.7934,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:42.956+00:00,1.162,1.1437,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:42.956+00:00,1.162,1.9993,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:42.956+00:00,1.162,0.7975,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:42.956+00:00,1.162,1.8562,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_49,unknown_track_5,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:42.956+00:00,1.162,1.7081,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:42.956+00:00,1.162,1.5211,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:43.612+00:00,1.818,1.7883,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:43.612+00:00,1.818,1.1679,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:43.612+00:00,1.818,2.0037,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:43.612+00:00,1.818,0.8026,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:43.612+00:00,1.818,1.9152,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_49,unknown_track_5,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:43.612+00:00,1.818,1.7121,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:43.612+00:00,1.818,1.4990,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.7566,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.1695,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.9489,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,0.7942,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.8936,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_49,unknown_track_5,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.7181,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.5058,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.7566,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.1695,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.9489,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,0.7942,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.8936,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_49,unknown_track_5,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.7181,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:41.794+00:00,2026-07-23T07:56:44.225+00:00,2.431,1.5058,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,1.7989,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,1.1357,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,1.9688,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,0.7648,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,1.8348,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,1.2438,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,1.3428,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.006+00:00,1.218,1.4923,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.6654,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.1407,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.9719,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,0.6949,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.8344,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.2349,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.3385,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.4808,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.7586,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.1387,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.9836,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,0.7297,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.8395,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.4951,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.7586,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.1387,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.9836,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,0.7297,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.8395,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_5,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.2349,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:48.745+00:00,1.957,1.3385,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,2026-07-23T07:56:46.788+00:00,2026-07-23T07:56:49.358+00:00,2.570,1.4951,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,2026-07-23T07:56:52.597+00:00,2026-07-23T07:56:53.906+00:00,1.309,1.7094,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:56:52.597+00:00,2026-07-23T07:56:53.906+00:00,1.309,1.1065,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_46,2026-07-23T07:56:52.597+00:00,2026-07-23T07:56:53.906+00:00,1.309,1.9358,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_34,2026-07-23T07:56:52.597+00:00,2026-07-23T07:56:53.906+00:00,1.309,1.9216,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_30,unknown_track_46,2026-07-23T07:56:52.597+00:00,2026-07-23T07:56:53.906+00:00,1.309,0.7521,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_34,unknown_track_46,2026-07-23T07:56:52.597+00:00,2026-07-23T07:56:53.906+00:00,1.309,1.7692,sustained_proximity_estimate
