event,camera,person_a,person_b,person_a_name,person_b_name,started_at,event_at,duration_seconds,normalized_distance,method
STARTED,NDI: SHINJAN (shinjan-pc) [Q3],7de79667-0e08-4152-b45d-1958ba84a996,unknown_track_3,Sarisht Shreshth,UNKNOWN (track 3),2026-07-24T06:56:06.695+00:00,2026-07-24T06:56:10.194+00:00,3.499,0.5538,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q4],1d7a882e-c39d-4452-ab50-3624300f4938,7de79667-0e08-4152-b45d-1958ba84a996,Swapnil,Sarisht Shreshth,2026-07-24T06:56:06.695+00:00,2026-07-24T06:56:10.194+00:00,3.499,1.2670,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q4],7de79667-0e08-4152-b45d-1958ba84a996,b20659d6-0ffd-4647-bd8e-b9140be6c652,Sarisht Shreshth,Shrayan Sarkar,2026-07-24T06:56:06.695+00:00,2026-07-24T06:56:10.194+00:00,3.499,0.7154,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q3],7de79667-0e08-4152-b45d-1958ba84a996,unknown_track_3,Sarisht Shreshth,UNKNOWN (track 3),2026-07-24T06:56:06.695+00:00,2026-07-24T06:56:10.194+00:00,3.499,0.5538,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q4],1d7a882e-c39d-4452-ab50-3624300f4938,7de79667-0e08-4152-b45d-1958ba84a996,Swapnil,Sarisht Shreshth,2026-07-24T06:56:06.695+00:00,2026-07-24T06:56:10.194+00:00,3.499,1.2670,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q4],7de79667-0e08-4152-b45d-1958ba84a996,b20659d6-0ffd-4647-bd8e-b9140be6c652,Sarisht Shreshth,Shrayan Sarkar,2026-07-24T06:56:06.695+00:00,2026-07-24T06:56:10.194+00:00,3.499,0.7154,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q3],7de79667-0e08-4152-b45d-1958ba84a996,unknown_track_3,Sarisht Shreshth,UNKNOWN (track 3),2026-07-24T06:56:22.566+00:00,2026-07-24T06:56:25.921+00:00,3.355,0.6284,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q4],1d7a882e-c39d-4452-ab50-3624300f4938,7de79667-0e08-4152-b45d-1958ba84a996,Swapnil,Sarisht Shreshth,2026-07-24T06:56:22.566+00:00,2026-07-24T06:56:25.921+00:00,3.355,1.1757,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q3],7de79667-0e08-4152-b45d-1958ba84a996,unknown_track_3,Sarisht Shreshth,UNKNOWN (track 3),2026-07-24T06:56:22.566+00:00,2026-07-24T06:56:25.921+00:00,3.355,0.6284,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q4],1d7a882e-c39d-4452-ab50-3624300f4938,7de79667-0e08-4152-b45d-1958ba84a996,Swapnil,Sarisht Shreshth,2026-07-24T06:56:22.566+00:00,2026-07-24T06:56:25.921+00:00,3.355,1.1757,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q3],7de79667-0e08-4152-b45d-1958ba84a996,unknown_track_3,Sarisht Shreshth,UNKNOWN (track 3),2026-07-24T06:56:30.671+00:00,2026-07-24T06:56:34.200+00:00,3.529,0.6369,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q4],7de79667-0e08-4152-b45d-1958ba84a996,b20659d6-0ffd-4647-bd8e-b9140be6c652,Sarisht Shreshth,Shrayan Sarkar,2026-07-24T06:56:30.671+00:00,2026-07-24T06:56:34.200+00:00,3.529,1.2764,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q4],7de79667-0e08-4152-b45d-1958ba84a996,b20659d6-0ffd-4647-bd8e-b9140be6c652,Sarisht Shreshth,Shrayan Sarkar,2026-07-24T06:56:30.671+00:00,2026-07-24T06:56:34.200+00:00,3.529,1.2764,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q3],7de79667-0e08-4152-b45d-1958ba84a996,unknown_track_3,Sarisht Shreshth,UNKNOWN (track 3),2026-07-24T06:56:30.671+00:00,2026-07-24T06:56:34.200+00:00,3.529,0.6369,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q4],7de79667-0e08-4152-b45d-1958ba84a996,b20659d6-0ffd-4647-bd8e-b9140be6c652,Sarisht Shreshth,Shrayan Sarkar,2026-07-24T06:56:30.671+00:00,2026-07-24T06:56:34.200+00:00,3.529,1.2764,sustained_proximity_estimate
