event,camera,person_a,person_b,started_at,event_at,duration_seconds,normalized_distance,method
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_14,unknown_track_34,2026-07-23T07:46:38.653+00:00,2026-07-23T07:46:40.664+00:00,2.011,1.1761,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:38.653+00:00,2026-07-23T07:46:41.341+00:00,2.688,1.1072,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.1664,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_53,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,0.4604,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.1277,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_53,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,0.9370,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.6210,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.4573,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.2594,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.1573,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.0686,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.319+00:00,1.979,1.1715,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.319+00:00,1.979,1.1330,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.319+00:00,1.979,1.6096,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.319+00:00,1.979,1.2368,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.319+00:00,1.979,1.1533,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.319+00:00,1.979,1.0882,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_53,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,0.4604,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_53,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,0.9370,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:45.621+00:00,1.281,1.4573,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.1604,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.1248,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.5832,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.2396,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.1536,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.0945,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.1604,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.1248,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.5832,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.2396,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.1536,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:44.340+00:00,2026-07-23T07:46:46.981+00:00,2.641,1.0945,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_53,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:50.994+00:00,1.348,0.9375,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:50.994+00:00,1.348,1.6408,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:50.994+00:00,1.348,1.5857,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:50.994+00:00,1.348,1.3650,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:50.994+00:00,1.348,1.1509,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:50.994+00:00,1.348,1.0757,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_53,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:51.701+00:00,2.055,0.9670,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:51.701+00:00,2.055,1.6368,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:51.701+00:00,2.055,1.5263,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:51.701+00:00,2.055,1.3053,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:51.701+00:00,2.055,1.1723,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:51.701+00:00,2.055,1.0756,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_53,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,0.9776,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.6408,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.4811,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.2971,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.1653,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.0666,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_53,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,0.9776,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.6408,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_53,unknown_track_9,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.4811,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.2971,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.1653,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:49.646+00:00,2026-07-23T07:46:52.554+00:00,2.908,1.0666,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.187+00:00,1.308,1.1505,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_9,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.187+00:00,1.308,0.9944,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.187+00:00,1.308,1.3047,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.187+00:00,1.308,1.0655,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.187+00:00,1.308,1.0024,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.187+00:00,1.308,1.0399,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.823+00:00,1.944,1.1351,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_9,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.823+00:00,1.944,0.9999,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.823+00:00,1.944,1.3043,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.823+00:00,1.944,1.0436,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.823+00:00,1.944,1.0013,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:57.823+00:00,1.944,1.0443,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:58.509+00:00,2.630,1.1449,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_9,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:58.509+00:00,2.630,1.0019,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_29,unknown_track_9,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:58.509+00:00,2.630,1.3107,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_22,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:58.509+00:00,2.630,1.0586,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],b20659d6-0ffd-4647-bd8e-b9140be6c652,unknown_track_34,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:58.509+00:00,2.630,1.0030,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_34,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:58.509+00:00,2.630,1.0538,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_25,unknown_track_29,2026-07-23T07:46:55.879+00:00,2026-07-23T07:46:58.509+00:00,2.630,1.1449,sustained_proximity_estimate
