event,camera,person_a,person_b,person_a_name,person_b_name,started_at,event_at,duration_seconds,normalized_distance,method
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:52.369+00:00,1.201,1.1968,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:52.369+00:00,1.201,0.8662,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:52.369+00:00,1.201,1.1363,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:52.369+00:00,1.201,0.5973,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.116+00:00,1.948,0.8939,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.116+00:00,1.948,1.2597,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.116+00:00,1.948,0.7065,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.116+00:00,1.948,1.1759,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.116+00:00,1.948,0.8017,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,0.8567,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,1.3928,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,0.9137,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,UNKNOWN (track 1),UNKNOWN (track 9),2026-07-23T08:53:52.369+00:00,2026-07-23T08:53:53.730+00:00,1.361,1.4105,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,1.2297,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,0.8985,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,0.8567,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,1.3928,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,0.9137,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_1,unknown_track_9,UNKNOWN (track 1),UNKNOWN (track 9),2026-07-23T08:53:52.369+00:00,2026-07-23T08:53:53.730+00:00,1.361,1.4105,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,1.2297,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:51.168+00:00,2026-07-23T08:53:53.730+00:00,2.562,0.8985,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:00.068+00:00,1.219,0.8589,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:00.068+00:00,1.219,0.6979,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:00.068+00:00,1.219,1.1587,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:00.722+00:00,1.873,0.8562,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:00.722+00:00,1.873,0.7292,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:00.722+00:00,1.873,1.1672,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:01.395+00:00,2.546,0.8617,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:01.395+00:00,2.546,0.7638,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:00.068+00:00,2026-07-23T08:54:01.395+00:00,1.327,0.8489,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:01.395+00:00,2.546,1.1432,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:01.395+00:00,2.546,0.8617,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:01.395+00:00,2.546,0.7638,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:00.068+00:00,2026-07-23T08:54:01.395+00:00,1.327,0.8489,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_5,unknown_track_9,UNKNOWN (track 5),UNKNOWN (track 9),2026-07-23T08:53:58.849+00:00,2026-07-23T08:54:01.395+00:00,2.546,1.1432,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:54:07.132+00:00,2026-07-23T08:54:08.488+00:00,1.356,1.0749,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:54:07.132+00:00,2026-07-23T08:54:09.123+00:00,1.991,1.1688,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:07.730+00:00,2026-07-23T08:54:09.123+00:00,1.393,1.2280,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:54:07.132+00:00,2026-07-23T08:54:09.845+00:00,2.713,1.2452,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:07.730+00:00,2026-07-23T08:54:09.845+00:00,2.115,1.1983,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:54:07.132+00:00,2026-07-23T08:54:09.845+00:00,2.713,1.2452,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:07.730+00:00,2026-07-23T08:54:09.845+00:00,2.115,1.1983,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:13.447+00:00,2026-07-23T08:54:14.619+00:00,1.172,1.2233,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:54:14.032+00:00,2026-07-23T08:54:15.205+00:00,1.173,1.1885,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:14.032+00:00,2026-07-23T08:54:15.205+00:00,1.173,0.8938,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:13.447+00:00,2026-07-23T08:54:15.205+00:00,1.758,1.2241,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:54:14.032+00:00,2026-07-23T08:54:15.825+00:00,1.793,1.3924,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:14.032+00:00,2026-07-23T08:54:15.825+00:00,1.793,0.8732,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:13.447+00:00,2026-07-23T08:54:15.825+00:00,2.378,1.2751,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_26,UNKNOWN (track 22),UNKNOWN (track 26),2026-07-23T08:54:14.032+00:00,2026-07-23T08:54:15.825+00:00,1.793,1.3924,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:14.032+00:00,2026-07-23T08:54:15.825+00:00,1.793,0.8732,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:13.447+00:00,2026-07-23T08:54:15.825+00:00,2.378,1.2751,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:22.664+00:00,1.229,0.4898,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:22.664+00:00,1.229,0.5570,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:22.664+00:00,1.229,0.8589,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:23.325+00:00,1.890,0.4930,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:23.325+00:00,1.890,0.5924,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:23.325+00:00,1.890,0.8903,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:24.016+00:00,2.581,0.4929,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:24.016+00:00,2.581,0.5949,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:24.016+00:00,2.581,0.8621,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:24.016+00:00,2.581,0.4929,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:24.016+00:00,2.581,0.5949,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_37,UNKNOWN (track 13),UNKNOWN (track 37),2026-07-23T08:54:21.435+00:00,2026-07-23T08:54:24.016+00:00,2.581,0.8621,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:31.257+00:00,1.461,0.4549,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:31.257+00:00,1.461,1.0687,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:31.257+00:00,1.461,0.6275,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:31.874+00:00,2.078,0.6510,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:31.874+00:00,2.078,1.2249,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:31.874+00:00,2.078,0.6138,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:32.589+00:00,2.793,0.5725,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:32.589+00:00,2.793,1.3209,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:32.589+00:00,2.793,0.6154,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:32.589+00:00,2.793,0.5725,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:32.589+00:00,2.793,1.3209,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:29.796+00:00,2026-07-23T08:54:32.589+00:00,2.793,0.6154,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:39.547+00:00,1.293,0.4175,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:39.547+00:00,1.293,1.0812,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:39.547+00:00,1.293,0.6463,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.309+00:00,2.055,0.4235,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.309+00:00,2.055,1.0940,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.309+00:00,2.055,0.6426,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_45,unknown_track_9,UNKNOWN (track 45),UNKNOWN (track 9),2026-07-23T08:54:38.919+00:00,2026-07-23T08:54:40.309+00:00,1.390,0.7406,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.954+00:00,2.700,0.4338,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.954+00:00,2.700,1.1198,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.954+00:00,2.700,0.6213,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.954+00:00,2.700,0.4338,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.954+00:00,2.700,1.1198,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_22,unknown_track_30,UNKNOWN (track 22),UNKNOWN (track 30),2026-07-23T08:54:38.254+00:00,2026-07-23T08:54:40.954+00:00,2.700,0.6213,sustained_proximity_estimate
ENDED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_45,unknown_track_9,UNKNOWN (track 45),UNKNOWN (track 9),2026-07-23T08:54:38.919+00:00,2026-07-23T08:54:40.309+00:00,1.390,0.7406,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:47.329+00:00,2026-07-23T08:54:48.666+00:00,1.337,0.4571,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:47.329+00:00,2026-07-23T08:54:48.666+00:00,1.337,1.0703,sustained_proximity_estimate
STARTED,NDI: SHINJAN (shinjan-pc) [Q1],unknown_track_13,unknown_track_9,UNKNOWN (track 13),UNKNOWN (track 9),2026-07-23T08:54:47.329+00:00,2026-07-23T08:54:48.666+00:00,1.337,1.0732,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_26,UNKNOWN (track 18),UNKNOWN (track 26),2026-07-23T08:54:47.329+00:00,2026-07-23T08:54:49.396+00:00,2.067,0.4562,sustained_proximity_estimate
UPDATED,NDI: SHINJAN (shinjan-pc) [Q2],unknown_track_18,unknown_track_30,UNKNOWN (track 18),UNKNOWN (track 30),2026-07-23T08:54:47.329+00:00,2026-07-23T08:54:49.396+00:00,2.067,1.0851,sustained_proximity_estimate
